product_name,product_slug,product_content,product_status,menu_order,product_date,post_parent,comment_status,sku,downloadable,virtual,visibility,stock_qty,stock_status,backorders,manage_stock,regular_price,sale_price,weight,length,width,height,upsell_ids,crosssell_ids,sold_individually,download_limit,download_expiry,purchase_note,featured_image,product_type,product_category,product_tag,product_shipping_class,product_attribute_name,product_attribute_value,product_attribute_visible
Testosterone Cypionate Injection,Testosterone Cypionate Injection,"TESTOSTERONE CYPIONATE

CHEMICAL NAME: 4-androstene-3-one-17B-ol, 17beta-hydroxy-androst-4-en-3-one
HALF-LIFE: 12 days
ANABOLIC RATING: 100
ANDROGENS RATING:  100",Publish,0,8/23/2018,0,1,testcypinj01,no,no,1,1,1,1,no,36.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/testosterone-cypionate-injection.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Testosterone Enanthate,Testosterone Enanthate,"TESTOSTERONE ENANTHATE
CHEMICAL NAME: 4-androstene-3-one-17B-ol, 17beta-hydroxy-androst-4-en-3-one
HALF-LIFE: 10 days
ANABOLIC RATING: 100
ANDROGENS RATING: 100",Publish,0,8/24/2018,0,1,testoena01,no,no,1,1,1,1,no,43.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/testosterone%20test%20enanthate.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Testosterone Enanthate Injection,Testosterone Enanthate Injection,"TESTOSTERONE ENANTHATE

CHEMICAL NAME: 4-androstene-3-one-17B-ol, 17beta-hydroxy-androst-4-en-3-one
HALF-LIFE: 10 days
ANABOLIC RATING: 100
ANDROGENIC RATING: 100",Publish,0,8/25/2018,0,1,testoeninj02,no,no,1,1,1,1,no,38.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/testosterone-enanthate-injection.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Testosterone Mix 1,Testosterone Mix 1,"NANDROLONE PHENYLPROPIONATE
CHEMICAL NAME: 19-norandrost-4-en-3-one-17B-ol, 17β-Hydroxyestra-4-en-3-one
HALF-LIFE: 4.5 days
ANABOLIC RATING: 125
ANDROGENS RATING: 37

TESTOSTERONE PROPIONATE
CHEMICAL NAME: 4-androstene-3-one-17B-ol, 17beta-hydroxy-androst-4-en-3-one
HALF-LIFE: 4.5 days
ANABOLIC RATING: 100
ANDROGENS RATING: 100

DROSTANOLONE PROPIONATE
CHEMICAL NAME: 2alpha-methyl-androstan-3-one-17B-ol, 2alpha-methyl-dihydrotestosterone
HALF-LIFE: 4.5 days
ANABOLIC RATING: 62-130
ANDROGENS RATING: 25-40",Publish,0,8/26/2018,0,1,testomix02,no,no,1,1,1,1,no,44.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/mix-1-11.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Testosterone Mix 2,Testosterone Mix 2,"NANDROLONE PHENYLPROPIONATE
CHEMICAL NAME: 19-norandrost-4-en-3-one-17B-ol, 17β-Hydroxyestra-4-en-3-one
HALF-LIFE: 4.5 days
ANABOLIC RATING: 125
ANDROGENS RATING: 37

TESTOSTERONE PROPIONATE
CHEMICAL NAME: 4-androstene-3-one-17B-ol, 17beta-hydroxy-androst-4-en-3-one
HALF-LIFE: 4.5 days
ANABOLIC RATING: 100
ANDROGENS RATING: 100

METHANDROSTENOLONE
CHEMICAL NAME: 17a-methyl-17b-hydroxy-1,4-androstadiene-3-one
HALF-LIFE: 4.5 - 6 hours
ANABOLIC RATING: 90-210
ANDROGENS RATING: 40-60",Publish,0,8/27/2018,0,1,testmix03,no,no,1,1,1,1,no,48.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/mix-2-11.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Testosterone Propionate,Testosterone Propionate,"TESTOSTERONE PROPIONATE
CHEMICAL NAME: 4-androstene-3-one-17B-ol, 17beta-hydroxy-androst-4-en-3-one
HALF-LIFE: 4.5 days
ANABOLIC RATING: 100
ANDROGENS RATING: 100",Publish,0,8/28/2018,0,1,testoprop01,no,no,1,1,1,1,no,38.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/testosterone%20test%20propionate.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
TrenaRapid,TrenaRapid,"TRENBOLONE ACETATE
CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 3 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500",Publish,0,8/29/2018,0,1,trenarapid,no,no,1,1,1,1,no,64.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/trenarapid1.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenacetat-100,Trenacetat-100,"TRENBOLONE ACETATE
CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 3 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500",Publish,0,8/30/2018,0,1,trenatat100,no,no,1,1,1,1,no,44.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/tren-ace-100-1.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenacetat-150,Trenacetat-150,"TRENBOLONE ACETATE
CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 3 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500",Publish,0,8/31/2018,0,1,trenatat150,no,no,1,1,1,1,no,48.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/tren-ace-150-11.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenbol 100,Trenbol 100,"TRENBOLONE ACETATE

CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 3 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500",Publish,0,9/1/2018,0,1,trenbol100,no,no,1,1,1,1,no,40.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/trenbol-100.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenbolone Acetate,Trenbolone Acetate,"TRENBOLONE ACETATE
CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 3 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500",Publish,0,9/2/2018,0,1,trenbolace,no,no,1,1,1,1,no,53.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/trenbolone.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenbolone Enanthate,Trenbolone Enanthate,"TRENBOLONE ENANTHATE
CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 10 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500",Publish,0,9/3/2018,0,1,trenbolena,no,no,1,1,1,1,no,58.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/trenbolone%20tren%20enanthate.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenbolone Enanthate Injection,Trenbolone Enanthate Injection,"TRENBOLONE  ENANTHATE

CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 10 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500

",Publish,0,9/4/2018,0,1,trenenainj,no,no,1,1,1,1,no,43.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/trenbolone-enanthate-injection.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenhexal-76,Trenhexal-76,"TRENBOLONE HEXAHYDROBENZYLCARBONATE
CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 14 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500",Publish,0,9/5/2018,0,1,trenhex76,no,no,1,1,1,1,no,58.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/hexa-11.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenol- 200,Trenol- 200,"TRENBOLONE ENANTHATE
CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 10 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500

",Publish,0,9/6/2018,0,1,trenol200,no,no,1,1,1,1,no,58.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/trenol-200-front1.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Trenol-100,Trenol-100,"TRENBOLONE ENANTHATE
CHEMICAL NAME: 17β-Hydroxyestra-4,9,11-triene-3-one
HALF-LIFE: 10 days
ANABOLIC RATING: 500
ANDROGENS RATING: 500",Publish,0,9/7/2018,0,1,tren100,no,no,1,1,1,1,no,42.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/trenol-11.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
testosterone Sustanon,testosterone Sustanon,"TESTOSTERONE MIX
CHEMICAL NAME: 4-androstene-3-one-17B-ol, 17beta-hydroxy-androst-4-en-3-one
HALF-LIFE: 15 - 18 days
ANABOLIC RATING: 100
ANDROGENS RATING: 100",Publish,0,9/8/2018,0,1,testosust02,no,no,1,1,1,1,no,45.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/test%20sustanon.jpg,,Supplements|InjectableSteroids|Malay,,class 1,,,
Alphabol,Alphabol,"METHANDROSTENOLONE

CHEMICAL NAME: 17a-methyl-17b-hydroxy-1,4-androstadiene-3-one
HALF-LIFE: 4.5 - 6 hours
ANABOLIC RATING: 90 - 210
ANDROGENIC RATING: 40 - 60

Dosage: 50x10mg",Publish,0,9/9/2018,0,1,Alphabolo,no,no,1,1,1,1,no,13.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/alphabol2.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Anadrol ( oxymetholone ),Anadrol ( oxymetholone ),"OXYMETHOLONE
CHEMICAL NAME: 17β-hydroxy-2-hydroxymethylene-17-methyl-5α-androstan-3-one
HALF-LIFE: 8-9 hours
ANABOLIC RATING: 320
ANDROGENS RATING: 45

",Publish,0,9/10/2018,0,1,anadroloxy01,no,no,1,1,1,1,no,58.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/anadrol.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Anavar oxandrolone,Anavar oxandrolone,"OXANDROLONE
CHEMICAL NAME: 17β-hydroxy-17α-methyl-2-oxa-5α-androstane-3-one
HALF-LIFE: 9 hours
ANABOLIC RATING: 322-630
ANDROGENS RATING: 24",Publish,0,9/11/2018,0,1,oral03,no,no,1,1,1,1,no,68.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/anavar.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Astralean,Astralean,"CLENBUTEROL HYDROCHLORIDE

CLENBUTEROL HYDROCHLORIDE
CHEMICAL NAME: (RS) -1 (4-amino-3,5-dichlorophenyl) -2 (tert-butylamino) ethanol
HALF-LIFE RELEASE: 36-48 hours",Publish,0,9/12/2018,0,1,oral04,no,no,1,1,1,1,no,11.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/astralean1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Clenbuterol Tablets,Clenbuterol Tablets,"CLENBUTEROL HYDROCHLORIDE

CHEMICAL NAME: (RS) -1 (4-amino-3,5-dichlorophenyl) -2 (tert-butylamino) ethanol
HALF-LIFE RELEASE: 36-48 hours",Publish,0,9/13/2018,0,1,oral05,no,no,1,1,1,1,no,23.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/clenbuterol-tablets.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Clomiphene 25mgx100tabs swiss,Clomiphene 25mgx100tabs swiss,"CLOMIFENE CITRATE

Clomifene CITRATE
CHEMICAL NAME:   (E, Z) -2 (4 - (2-chloro-1,2-diphenylethenyl) phenoxy)-N, N-diethyl-ethanamine
HALF RELEASE:   5-7 days

",Publish,0,9/14/2018,0,1,oral06,no,no,1,1,1,1,no,31.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/clomid%2025%20%20box.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Danabol DS,Danabol DS,"METHANDROSTENOLONE

CHEMICAL NAME: 17a-methyl-17b-hydroxy-1,4-androstadiene-3-one
HALF-LIFE: 4.5 - 6 hours
ANABOLIC RATING: 90-210
ANDROGENIC RATING: 40-60",Publish,0,9/15/2018,0,1,oral07,no,no,1,1,1,1,no,59.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/danabol-ds.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Dianabol,Dianabol,"Methandrostenolone
CHEMICAL NAME: 17a-methyl-17b-hydroxy-1,4-androstadiene-3-one
HALF-LIFE: 4.5 - 6 hours
ANABOLIC RATING: 90 - 210
ANDROGENS RATING: 40 - 60",Publish,0,9/16/2018,0,1,oral08,no,no,1,1,1,1,no,28.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/dianabol.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Halobol,Halobol,"CHEMICAL NAME:   9-fluoro-11,17-dihydroxy-10,13,17-trimethyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one
HALF RELEASE:   9.5 hours
Anabolic RATING:   1900
Androgenic RATING:   850",Publish,0,9/17/2018,0,1,oral09,no,no,1,1,1,1,no,79.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/halobol.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Mastoral,Mastoral,"Mastoral (Methyl Drostanolone Superdrol= Masteron) is a product for cycles to gain strength and muscle mass. Box of 50 tabs, 10mg / tab. With the use of this product, you will get:

An increase in muscular endurance
an increase in muscle mass and an increase in muscle strength.
Masteron is an excellent oral steroid for PTO and also for large, round and dry muscles.",Publish,0,9/18/2018,0,1,oral10,no,no,1,1,1,1,no,49.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/mastoral.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Metaxon Mix,Metaxon Mix,"METHANDROSTENOLONE
CHEMICAL NAME: 17a-methyl-17b-hydroxy-1,4-androstadiene-3-one
HALF-LIFE: 4.5 - 6 hours
ANABOLIC RATING: 90 - 210
ANDROGENS RATING: 40 - 60

 

Yohimbine
CHEMICAL NAME: 17α-hydroxy-16α-yohimban-carboxylic acid methyl ester
HALF-LIFE: 0.25- 2.5 hours

 ",Publish,0,9/19/2018,0,1,oral11,no,no,1,1,1,1,no,19.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/metaxon-mix-1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Metaxon-10,Metaxon-10,"
Methandrostenolone
CHEMICAL NAME: 17a-methyl-17b-hydroxy-1,4-androstadiene-3-one
HALF-LIFE: 4.5 - 6 hours
ANABOLIC RATING: 90 - 210
ANDROGENS RATING: 40 - 60",Publish,0,9/20/2018,0,1,oral12,no,no,1,1,1,1,no,23.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/metaxon-1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Methandienone Tablets,Methandienone Tablets,"METHANDROSTENOLONE
CHEMICAL NAME: 17a-methyl-17b-hydroxy-1,4-androstadiene-3-one
HALF-LIFE: 4.5 - 6 hours
ANABOLIC RATING: 90 - 210
ANDROGENS RATING: 40 - 60",Publish,0,9/21/2018,0,1,oral13,no,no,1,1,1,1,no,21.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/methandienone-tablets.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Oxanabol,Oxanabol,"OXANDROLONE
CHEMICAL NAME: 17β-hydroxy-17α-methyl-2-oxa-5α-androstane-3-one
HALF-LIFE: 9 hours
ANABOLIC RATING: 322-630
ANDROGENIC RATING: 24

Dosage: 50x10mg",Publish,0,9/22/2018,0,1,oral14,no,no,1,1,1,1,no,48.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/oxanabol1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Oxandrolone Tablets,Oxandrolone Tablets,"OXANDROLONE

CHEMICAL NAME: 17β-hydroxy-17α-methyl-2-oxa-5α-androstane-3-one
HALF-LIFE: 9 hours
ANABOLIC RATING: 322-630
ANDROGENIC RATING:  24",Publish,0,9/23/2018,0,1,oral15,no,no,1,1,1,1,no,68.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/oxandrolone-tablets.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Oxydrolone,Oxydrolone,"OXYMETHOLONE

CHEMICAL NAME: 17β-hydroxy-2-hydroxymethylene-17-methyl-5α-androstan-3-one
HALF-LIFE: 8-9 hours
ANABOLIC RATING: 320
ANDROGENS RATING: 45",Publish,0,9/24/2018,0,1,oral16,no,no,1,1,1,1,no,44.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/oxydrolone1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Oxymetholone Tablets,Oxymetholone Tablets,"OXYMETHOLONE

CHEMICAL NAME: 17β-hydroxy-2-hydroxymethylene-17-methyl-5α-androstan-3-one
HALF-LIFE: 8-9 hours
ANABOLIC RATING: 320
ANDROGENIC RATING: 45",Publish,0,9/25/2018,0,1,oral17,no,no,1,1,1,1,no,67.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/oxymetholone-tablets.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Oxyndrol,Oxyndrol,"OXYMETHOLONE
CHEMICAL NAME: 17β-hydroxy-2-hydroxymethylene-17-methyl-5α-androstan-3-one
HALF-LIFE: 8-9 hours
ANABOLIC RATING: 320
ANDROGENS RATING: 45",Publish,0,9/26/2018,0,1,oral18,no,no,1,1,1,1,no,39.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/oxyndrol-1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Primobolan tablets,Primobolan tablets,"Also known as Methenolone and Primo, Primobolan is one of the most popular oral and injectable anabolic steroids and performance enhancing drugs. The fact that this non-17-alkylate steroid is not toxic to the liver and highly effective in enhancing performance and body strength means that sportsmen and others using it can expect dramatic results without any second thought.",Publish,0,9/27/2018,0,1,oral19,no,no,1,1,1,1,no,119.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/primobolan-tablets.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Rexobol,Rexobol,"STANOZOLOL

CHEMICAL NAME: 17β-Hydroxy-17-methyl-5alpha-androstano [3,2-c] pyrazole
HALF-LIFE OF RELEASE: 9 hours (oral), 24 hours (for injection)
ANABOLIC RATING: 320
ANDROGENS RATING: 30

Dosage: 50x10mg",Publish,0,9/28/2018,0,1,oral20,no,no,1,1,1,1,no,18.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/rexobol2.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Stanox-10,Stanox-10,"STANOZOLOL
CHEMICAL NAME: 17β-Hydroxy-17-methyl-5alpha-androstano [3,2-c] pyrazole
HALF-LIFE OF RELEASE: 9 hours (oral), 24 hours (for injection)
ANABOLIC RATING: 320
ANDROGENS RATING: 30",Publish,0,9/29/2018,0,1,oral21,no,no,1,1,1,1,no,30.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/stanox1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Stanozol Tablets,Stanozol Tablets,"STANOZOLOL

CHEMICAL NAME: 17β-Hydroxy-17-methyl-5alpha-androstano [3,2-c] pyrazole
HALF-LIFE OF RELEASE: 9 hours (oral), 24 hours (for injection)
ANABOLIC RATING: 320
ANDROGENIC RATING: 30",Publish,0,9/30/2018,0,1,oral22,no,no,1,1,1,1,no,32.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/stanozolol-tablets1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Stanozolol,Stanozolol,"STANOZOLOL
CHEMICAL NAME: 17β-Hydroxy-17-methyl-5alpha-androstano [3,2-c] pyrazole
HALF-LIFE OF RELEASE: 9 hours (oral), 24 hours (for injection)
ANABOLIC RATING: 320
ANDROGENS RATING: 30

",Publish,0,10/1/2018,0,1,oral23,no,no,1,1,1,1,no,31.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/stanozolol.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Superdrol methyldrostanolon,Superdrol methyldrostanolon,"Mastoral (Methyl Drostanolone Superdrol= Masteron) is a product for cycles to gain strength and muscle mass. Box of 50 tabs, 10mg / tab. With the use of this product, you will get:

An increase in muscular endurance
an increase in muscle mass and an increase in muscle strength.
Masteron is an excellent oral steroid for PTO and also for large, round and dry muscles.

",Publish,0,10/2/2018,0,1,oral24,no,no,1,1,1,1,no,68.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/superdrol.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Thyro,Thyro,"LIOTHYRONINE SODIUM

CHEMICAL NAME:   sodium (S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy) -3,5-diiodophenyl] propanoate

HALF RELEASE:   2.5 days

",Publish,0,10/3/2018,0,1,oral25,no,no,1,1,1,1,no,10.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/thyro1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Turinabol,Turinabol,"4-CHLORODEHYDROMETHYLTESTOSTERONE

CHEMICAL NAME: 4-chloro-17a-methyl-17bhydroxyandrosta-
1,4-dien-3-one
HALF-LIFE: 16 hours
ANABOLIC RATING: 100+
ANDROGENIC RATING: unknown

",Publish,0,10/4/2018,0,1,oral26,no,no,1,1,1,1,no,54.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/turinabol.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Turinabol,Turinabol,"4-CHLORODEHYDROMETHYLTESTOSTERONE
CHEMICAL NAME: 4-chloro-17a-methyl-17bhydroxyandrosta-1,4-dien-3-one
HALF-LIFE: 16 hours
ANABOLIC RATING: 100+
ANDROGENS RATING: unknown",Publish,0,10/5/2018,0,1,oral27,no,no,1,1,1,1,no,48.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/turinabol.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Turinox,Turinox,"TurinoX ® is highly anabolic steroid. It is among the substances which provide durable and quality gains with minimal water retention.It is recommended to use in combination with SUSTANON-250, RIPPED-250, ENANTHAL-250 and PROPIONATE-100.

4-CHLORODEHYDROMETHYLTESTOSTERONE
CHEMICAL NAME: 4-chloro-17a-methyl-17bhydroxyandrosta-1,4-dien-3-one
HALF-LIFE: 16 hours
ANABOLIC RATING: 100+
ANDROGENS RATING: unknown",Publish,0,10/6/2018,0,1,oral28,no,no,1,1,1,1,no,38.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/turinox1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Xanodrol,Xanodrol,"Xanodrol® is one of the most popular resources with consumers, which have been in use for more than 30 years. It causes very strong gains in strength without excessive weight gain because the body produces almost no water retention. Xanodrol® is not capable of converting into estrogen even when used in high dosage and for long-term. Highly valued is its ability to influence the natural production of testosterone. Together with PRIMABOL-100 they are generally considered the safest anabolic-androgenic steroids. One study confirmed that even 80 mg of oxandrolone per day did not significantly affect liver function. For better and faster gains in muscle mass, strength and endurance, it is recommended to be taken with Propionate-100, D-DUBOL and RIPPED-250

OXANDROLONE
CHEMICAL NAME: 17β-hydroxy-17α-methyl-2-oxa-5α-androstane-3-one
HALF-LIFE: 9 hours
ANABOLIC RATING: 322-630
ANDROGENS RATING: 24

",Publish,0,10/7/2018,0,1,oral29,no,no,1,1,1,1,no,48.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/images/xanodrol-1.jpg,,Supplements|OralSteroids|Malay,,class 1,,,
Adipex Retard 75x30caps,Adipex Retard 75x30caps,"Adipex 75 dosing information
Usual Adult Dose for Weight Loss:

18.75 mg to 37.5 mg orally once a day before breakfast or 1 to 2 hours after breakfast. In some cases it may be desirable to give half tablets (18.75 mg) two times a day",Publish,0,10/7/2018,0,1,weight01,no,no,1,1,1,1,no,34.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/adipex%2075%2030%20caps%20%2B%20blister.jpg,,Supplements|WeightLoss|Malay,,class 1,,,
Adipex Retard 75x90caps,Adipex Retard 75x90caps,"Adipex 75 (phentermine) is a stimulant similar to an amphetamine. Phentermine is an appetite suppressant that affects the central nervous system.

Adipex-P is used together with diet and exercise to treat obesity (overweight) in people with risk factors such as high blood pressure, high cholesterol, or diabetes.

Adipex-P may also be used for purposes not listed in this medication guide

Important information

Do not use Adipex-P if you are pregnant or breast-feeding a baby.

You should not take Adipex-P if you have a history of heart disease (coronary artery disease, heart rhythm problems, congestive heart failure, stroke), severe or uncontrolled high blood pressure, overactive thyroid, glaucoma, a history of pulmonary hypertension, if you are in an agitated state, or if you have a history of drug or alcohol abuse.

Do not use Adipex-P if you have taken a MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine.",Publish,0,10/8/2018,0,1,weight02,no,no,1,1,1,1,no,89.99,0,100,50,50,50,0,0,yes,0,0,Only the best Supplements you can trust,https://malaytiger-shop.org/uploads/files/adipex%2075%20%2090caps%20%2B%20blister.jpg,,Supplements|WeightLoss|Malay,,class 1,,,
